Грузополучатель,Грузополучатель_адрес,reciever_lat,reciever_long
20001059,"[62.5206, 65.5964]",62.5206,65.5964
20001061,"[61.2412, 77.4858]",61.2412,77.4858
20001083,"[57.1522, 65.5272]",57.1522,65.5272
20001094,"[66.8811, 79.4907]",66.8811,79.4907
20001123,"[66.8811, 79.4907]",66.8811,79.4907
20001178,"[67.4667, 78.7]",67.4667,78.7
20001179,"[44.7177305, 40.860829659952586]",44.7177305,40.860829659952586
20001198,"[50.6617991, 136.8588567]",50.6617991,136.8588567
20001223,"[61.2412, 77.4858]",61.2412,77.4858
20001293,"[56.7658, 105.6483]",56.7658,105.6483
20001354,"[59.9321, 30.1968]",59.9321,30.1968
20001356,"[50.21423125, 136.90624000856457]",50.21423125,136.90624000856457
20001372,"[62.5206, 65.5964]",62.5206,65.5964
20001373,"[62.5206, 65.5964]",62.5206,65.5964
20001383,"[56.7658, 105.6483]",56.7658,105.6483
20001384,"[51.449, 57.0908]",51.449,57.0908
20001394,"[56.7658, 105.6483]",56.7658,105.6483
20001433,"[61.0042, 69.0019]",61.0042,69.0019
20001434,"[66.8811, 79.4907]",66.8811,79.4907
20001459,"[54.3408, 73.2098]",54.3408,73.2098
20001484,"[62.5206, 65.5964]",62.5206,65.5964
20001561,"[53.82835925, 39.568863107844365]",53.82835925,39.568863107844365
20001568,"[53.53, 59.5767]",53.53,59.5767
20001618,"[66.53, 66.6019]",66.53,66.6019
20001623,"[69.56905979999999, 88.31246256290044]",69.56905979999999,88.31246256290044
20001629,"[55.35, 78.35]",55.35,78.35
20001634,"[55.35, 78.35]",55.35,78.35
20001639,"[55.35, 78.35]",55.35,78.35
20001659,"[56.399, 92.4783]",56.399,92.4783
20001990,"[67.4667, 78.7]",67.4667,78.7
20002242,"[66.0833, 76.6333]",66.0833,76.6333
20002274,"[62.5234006, 65.8657255]",62.5234006,65.8657255
20002373,"[66.0833, 76.6333]",66.0833,76.6333
20002394,"[65.50862699999999, 41.439454024792475]",65.50862699999999,41.439454024792475
20002493,"[57.1522, 65.5272]",57.1522,65.5272
20002448,"[51.449, 57.0908]",51.449,57.0908
20002530,"[60.7283, 77.5928]",60.7283,77.5928
20002615,"[61.05, 76.1]",61.05,76.1
20002634,"[66.6674278, 66.3806982]",66.6674278,66.3806982
20001543,"[53.82835925, 39.568863107844365]",53.82835925,39.568863107844365
20002884,"[66.6572, 66.4183]",66.6572,66.4183
20002294,"[53.9210903, 27.5718095]",53.9210903,27.5718095
20001817,"[56.7658, 105.6483]",56.7658,105.6483
20002463,"[56.5, 84.9667]",56.5,84.9667
20000041,"[49.54352, 25.5931611]",49.54352,25.5931611
20000047,"[64.49555484999999, 39.636938912315244]",64.49555484999999,39.636938912315244
20000053,"[63.1667, 75.6167]",63.1667,75.6167
20000060,"[61.2871222, 73.2959139]",61.2871222,73.2959139
20000061,"[63.1667, 75.6167]",63.1667,75.6167
20000062,"[63.1667, 75.6167]",63.1667,75.6167
20000063,"[63.1667, 75.6167]",63.1667,75.6167
20000067,"[54.113471, 61.5867777]",54.113471,61.5867777
20000068,"[54.9467187, 73.38955118186387]",54.9467187,73.38955118186387
20000069,"[56.550489, 84.0767322]",56.550489,84.0767322
20000070,"[56.50768195, 85.02149866288048]",56.50768195,85.02149866288048
20000071,"[55.1284, 73.0947]",55.1284,73.0947
20000077,"[48.9098125, 2.4528634784461856]",48.9098125,2.4528634784461856
20000082,"[55.3333, 86.0833]",55.3333,86.0833
20000083,"[55.3178, 85.9489]",55.3178,85.9489
20000085,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000086,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000092,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000093,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000095,"[61.2408699, 73.4673264]",61.2408699,73.4673264
20000096,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20000097,"[55.752, 37.615]",55.752,37.615
20000098,"[54.9467187, 73.38955118186387]",54.9467187,73.38955118186387
20000107,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000108,"[55.0034314, 61.4452026]",55.0034314,61.4452026
20000115,"[58.2135077, 68.2920463]",58.2135077,68.2920463
20000116,"[56.50768195, 85.02149866288048]",56.50768195,85.02149866288048
20000119,"[49.60140334285714, 6.096276242857143]",49.60140334285714,6.096276242857143
20000120,"[56.550489, 84.0767322]",56.550489,84.0767322
20000121,"[59.5497806, 70.0022944]",59.5497806,70.0022944
20000122,"[56.550489, 84.0767322]",56.550489,84.0767322
20000127,"[63.1667, 75.6167]",63.1667,75.6167
20000132,"[55.752, 37.615]",55.752,37.615
20000137,"[56.5, 84.9667]",56.5,84.9667
20000138,"[56.550489, 84.0767322]",56.550489,84.0767322
20000142,"[36.5374705, 2.8206529]",36.5374705,2.8206529
20000143,"[48.778029399999994, 132.9324084472222]",48.778029399999994,132.9324084472222
20000144,"[55.4353, 78.2667]",55.4353,78.2667
20000146,"[31.7780168, 35.23529625421368]",31.7780168,35.23529625421368
20000148,"[56.7442039, 43.5821004]",56.7442039,43.5821004
20000149,"[56.7442039, 43.5821004]",56.7442039,43.5821004
20000158,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000159,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000160,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000161,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000162,"[58.0683073, 78.664577]",58.0683073,78.664577
20000163,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000164,"[52.5905518, 43.9349487]",52.5905518,43.9349487
20000165,"[65.9297, 66.124]",65.9297,66.124
20000166,"[65.9297, 66.124]",65.9297,66.124
20000167,"[57.8016516, 38.44078838600855]",57.8016516,38.44078838600855
20000172,"[47.17087396666667, 6.879743075]",47.17087396666667,6.879743075
20000173,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000174,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000175,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000176,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000197,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000198,"[54.3408, 73.2098]",54.3408,73.2098
20000212,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000213,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000214,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000215,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000216,"[65.9297, 66.124]",65.9297,66.124
20000217,"[65.9297, 66.124]",65.9297,66.124
20000224,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000225,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000226,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000227,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000228,"[65.9297, 66.124]",65.9297,66.124
20000230,"[60.9339411, 76.5814274]",60.9339411,76.5814274
20000232,"[54.3408, 73.2098]",54.3408,73.2098
20000237,"[56.3287, 44.002]",56.3287,44.002
20000238,"[56.550489, 84.0767322]",56.550489,84.0767322
20000239,"[59.8944, 30.2642]",59.8944,30.2642
20000240,"[54.3408, 73.2098]",54.3408,73.2098
20000247,"[59.95, 30.38]",59.95,30.38
20000248,"[59.8944, 30.2642]",59.8944,30.2642
20000268,"[55.00907075000001, 73.29768400924007]",55.00907075000001,73.29768400924007
20000269,"[59.9321, 30.1968]",59.9321,30.1968
20000270,"[54.0872903, 61.5468854]",54.0872903,61.5468854
20000272,"[60.02262305, 30.264307885641852]",60.02262305,30.264307885641852
20000278,"[55.3353049, 61.3115019]",55.3353049,61.3115019
20000280,"[55.1544, 61.4297]",55.1544,61.4297
20000281,"[55.0411, 82.9344]",55.0411,82.9344
20000282,"[55.7522, 37.6156]",55.7522,37.6156
20000284,"[57.8016516, 38.44078838600855]",57.8016516,38.44078838600855
20000287,"[56.8575, 60.6125]",56.8575,60.6125
20000288,"[58.5811, 50.5389]",58.5811,50.5389
20000289,"[54.3408, 73.2098]",54.3408,73.2098
20000290,"[48.27, 46.17]",48.27,46.17
20000291,"[51.8845, 41.7167]",51.8845,41.7167
20000292,"[54.6197, 39.74]",54.6197,39.74
20000293,"[56.8575, 60.6125]",56.8575,60.6125
20000294,"[54.6197, 39.74]",54.6197,39.74
20000295,"[54.6197, 39.74]",54.6197,39.74
20000296,"[56.1667, 39.0833]",56.1667,39.0833
20000297,"[52.6186, 39.5689]",52.6186,39.5689
20000298,"[58.1167, 28.4333]",58.1167,28.4333
20000299,"[47.2214, 38.9094]",47.2214,38.9094
20000300,"[52.8481, 42.4104]",52.8481,42.4104
20000301,"[54.837522, 20.9741724]",54.837522,20.9741724
20000302,"[54.9914, 82.7175]",54.9914,82.7175
20000303,"[60.1256, 29.8764]",60.1256,29.8764
20000309,"[59.8944, 30.2642]",59.8944,30.2642
20000310,"[60.1256, 29.8764]",60.1256,29.8764
20000311,"[64.4831222, 76.6980528]",64.4831222,76.6980528
20000312,"[60.9333, 76.5667]",60.9333,76.5667
20000313,"[57.1522, 65.5272]",57.1522,65.5272
20000315,"[55.3333, 86.0833]",55.3333,86.0833
20000316,"[57.1522, 65.5272]",57.1522,65.5272
20000322,"[54.41, 71.95]",54.41,71.95
20000323,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000324,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000326,"[59.8944, 30.2642]",59.8944,30.2642
20000328,"[61.8049094, 34.3378509]",61.8049094,34.3378509
20000330,"[56.2626223, 34.3681283]",56.2626223,34.3681283
20000331,"[50.86036045, 84.8692994190645]",50.86036045,84.8692994190645
20000333,"[61.1616591, 72.5332251]",61.1616591,72.5332251
20000335,"[46.7253609, 38.27421929120799]",46.7253609,38.27421929120799
20000336,"[53.36, 83.76]",53.36,83.76
20000337,"[55.8212715, 37.6478205]",55.8212715,37.6478205
20000338,"[58.5811, 50.5389]",58.5811,50.5389
20000339,"[63.1667, 75.6167]",63.1667,75.6167
20000341,"[55.05, 74.5667]",55.05,74.5667
20000342,"[54.5097, 83.3403]",54.5097,83.3403
20000346,"[55.1763, 83.6205]",55.1763,83.6205
20000348,"[54.2833, 85.9333]",54.2833,85.9333
20000349,"[55.3178, 85.9489]",55.3178,85.9489
20000350,"[56.1664, 91.3906]",56.1664,91.3906
20000352,"[53.75, 87.1]",53.75,87.1
20000353,"[56.6, 85.1167]",56.6,85.1167
20000355,"[48.778029399999994, 132.9324084472222]",48.778029399999994,132.9324084472222
20000356,"[48.778029399999994, 132.9324084472222]",48.778029399999994,132.9324084472222
20000359,"[63.1667, 75.6167]",63.1667,75.6167
20000360,"[58.83, 67.3]",58.83,67.3
20000361,"[57.1522, 65.5272]",57.1522,65.5272
20000362,"[54.3408, 73.2098]",54.3408,73.2098
20000363,"[56.15, 69.45]",56.15,69.45
20000365,"[59.9321, 30.1968]",59.9321,30.1968
20000369,"[56.6937, 61.2826]",56.6937,61.2826
20000373,"[56.6047, 57.7558]",56.6047,57.7558
20000374,"[57.25, 60.0833]",57.25,60.0833
20000376,"[56.8825218, 60.8282629]",56.8825218,60.8282629
20000377,"[57.0614, 63.7453]",57.0614,63.7453
20000379,"[55.0878, 61.3378]",55.0878,61.3378
20000381,"[54.5358, 36.2706]",54.5358,36.2706
20000382,"[57.3381, 47.875]",57.3381,47.875
20000388,"[63.1667, 75.6167]",63.1667,75.6167
20000389,"[69.56905979999999, 88.31246256290044]",69.56905979999999,88.31246256290044
20000390,"[61.1616591, 72.5332251]",61.1616591,72.5332251
20000392,"[58.2918806, 68.3249]",58.2918806,68.3249
20000393,"[61.0034448, 69.0190006]",61.0034448,69.0190006
20000394,"[63.1667, 75.6167]",63.1667,75.6167
20000395,"[54.3408, 73.2098]",54.3408,73.2098
20000396,"[51.61, 55.31]",51.61,55.31
20000398,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000399,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000400,"[55.4199535, 37.5326931]",55.4199535,37.5326931
20000401,"[65.9297, 66.124]",65.9297,66.124
20000415,"[68.970665, 33.07497]",68.970665,33.07497
20000417,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000418,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000419,"[63.1667, 75.6167]",63.1667,75.6167
20000420,"[63.1667, 75.6167]",63.1667,75.6167
20000423,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000427,"[51.449, 57.0908]",51.449,57.0908
20000428,"[56.50768195, 85.02149866288048]",56.50768195,85.02149866288048
20000433,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20000434,"[51.7847, 55.0986]",51.7847,55.0986
20000437,"[64.45944435, 76.42246673297811]",64.45944435,76.42246673297811
20000438,"[43.3620656, 132.8319624]",43.3620656,132.8319624
20000442,"[52.3445327, 84.4583842]",52.3445327,84.4583842
20000443,"[64.45944435, 76.42246673297811]",64.45944435,76.42246673297811
20000444,"[63.1667, 75.6167]",63.1667,75.6167
20000445,"[65.9297, 66.124]",65.9297,66.124
20000449,"[51.449, 57.0908]",51.449,57.0908
20000452,"[56.8139589, 60.5358161]",56.8139589,60.5358161
20000453,"[59.9330358, 30.2969934]",59.9330358,30.2969934
20000455,"[66.69915915, 66.19413911300725]",66.69915915,66.19413911300725
20000456,"[61.2871222, 73.2959139]",61.2871222,73.2959139
20000460,"[63.1667, 75.6167]",63.1667,75.6167
20000463,"[59.95, 30.38]",59.95,30.38
20000467,"[64.4791205, 76.7005859]",64.4791205,76.7005859
20000468,"[66.69915915, 66.19413911300725]",66.69915915,66.19413911300725
20000472,"[63.1667, 75.6167]",63.1667,75.6167
20000473,"[54.3408, 73.2098]",54.3408,73.2098
20000478,"[61.0042, 69.0019]",61.0042,69.0019
20000479,"[63.79126425, 74.49600960164467]",63.79126425,74.49600960164467
20000480,"[55.0411, 82.9344]",55.0411,82.9344
20000483,"[55.752, 37.615]",55.752,37.615
20000484,"[56.8207, 64.7718]",56.8207,64.7718
20000485,"[59.9321, 30.1968]",59.9321,30.1968
20000486,"[43.0897868, 44.7415439]",43.0897868,44.7415439
20000487,"[68.9717, 33.0819]",68.9717,33.0819
20000494,"[61.2412, 77.4858]",61.2412,77.4858
20000500,"[69.56905979999999, 88.31246256290044]",69.56905979999999,88.31246256290044
20000503,"[55.9606, 38.0456]",55.9606,38.0456
20000504,"[58.5811, 50.5389]",58.5811,50.5389
20000508,"[59.8085944, 30.5771454]",59.8085944,30.5771454
20000509,"[59.8572542, 30.3217134]",59.8572542,30.3217134
20000518,"[59.8944, 30.2642]",59.8944,30.2642
20000523,"[60.7499, 72.8582]",60.7499,72.8582
20000524,"[55.752, 37.615]",55.752,37.615
20000530,"[51.61, 55.31]",51.61,55.31
20000535,"[56.550489, 84.0767322]",56.550489,84.0767322
20000536,"[57.193902550000004, 65.49160176493227]",57.193902550000004,65.49160176493227
20000538,"[68.9717, 33.0819]",68.9717,33.0819
20000543,"[63.12280945, 75.36793856320467]",63.12280945,75.36793856320467
20000544,"[55.752, 37.615]",55.752,37.615
20000545,"[58.5811, 50.5389]",58.5811,50.5389
20000546,"[59.9321, 30.1968]",59.9321,30.1968
20000547,"[49.8944, 40.2575]",49.8944,40.2575
20000548,"[65.5369605, 72.52923021448598]",65.5369605,72.52923021448598
20000553,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20000558,"[55.4199535, 37.5326931]",55.4199535,37.5326931
20000563,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20000573,"[57.1522, 65.5272]",57.1522,65.5272
20000578,"[57.1522, 65.5272]",57.1522,65.5272
20000579,"[56.8263, 60.5388]",56.8263,60.5388
20000580,"[55.1544, 61.4297]",55.1544,61.4297
20000593,"[52.0296, 59.2254]",52.0296,59.2254
20000594,"[52.5833, 111.8333]",52.5833,111.8333
20000595,"[52.02414195, 113.52653930519267]",52.02414195,113.52653930519267
20000596,"[44.9297, 38.0408]",44.9297,38.0408
20000597,"[56.8619, 35.8931]",56.8619,35.8931
20000598,"[51.4057, 128.1216]",51.4057,128.1216
20000599,"[50.6254, 137.3994]",50.6254,137.3994
20000600,"[45.2114157, 36.7168111]",45.2114157,36.7168111
20000601,"[55.9217, 37.9914]",55.9217,37.9914
20000602,"[55.1544, 61.4297]",55.1544,61.4297
20000603,"[51.5, 46.1167]",51.5,46.1167
20000604,"[54.3333, 48.4]",54.3333,48.4
20000605,"[51.449, 57.0908]",51.449,57.0908
20000606,"[53.0283, 32.1919]",53.0283,32.1919
20000607,"[56.3722, 90.3893]",56.3722,90.3893
20000608,"[55.3333, 86.0833]",55.3333,86.0833
20000609,"[55.1284, 73.0947]",55.1284,73.0947
20000610,"[59.7513, 30.4766]",59.7513,30.4766
20000611,"[56.5, 84.9667]",56.5,84.9667
20000612,"[55.9558, 37.2972]",55.9558,37.2972
20000613,"[51.3686, 42.0906]",51.3686,42.0906
20000614,"[50.87001315, 39.07495156666667]",50.87001315,39.07495156666667
20000615,"[56.1667, 39.0833]",56.1667,39.0833
20000616,"[52.8481, 42.4104]",52.8481,42.4104
20000618,"[55.3333, 86.0833]",55.3333,86.0833
20000619,"[56.399, 92.4783]",56.399,92.4783
20000620,"[54.3408, 73.2098]",54.3408,73.2098
20000621,"[55.0411, 82.9344]",55.0411,82.9344
20000623,"[58.5446, 68.4194]",58.5446,68.4194
20000628,"[54.9674103, 82.82339213358264]",54.9674103,82.82339213358264
20000633,"[55.4199535, 37.5326931]",55.4199535,37.5326931
20000638,"[55.8036, 38.185]",55.8036,38.185
20000649,"[52.4333, 53.1667]",52.4333,53.1667
20000650,"[52.7833, 52.25]",52.7833,52.25
20000653,"[67.4667, 78.7]",67.4667,78.7
20000658,"[51.449, 57.0908]",51.449,57.0908
20000663,"[67.4667, 78.7]",67.4667,78.7
20000664,"[57.1, 65.76]",57.1,65.76
20000665,"[57.1, 65.76]",57.1,65.76
20000668,"[59.9321, 30.1968]",59.9321,30.1968
20000673,"[59.9321, 30.1968]",59.9321,30.1968
20000674,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20000675,"[65.5369605, 72.52923021448598]",65.5369605,72.52923021448598
20000688,"[55.7522, 37.6156]",55.7522,37.6156
20000689,"[63.1667, 75.6167]",63.1667,75.6167
20000693,"[68.9717, 33.0819]",68.9717,33.0819
20000698,"[69.0573526, 81.68996804019875]",69.0573526,81.68996804019875
20000699,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000700,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000701,"[50.81304815, 45.21131035000005]",50.81304815,45.21131035000005
20000702,"[69.0573526, 81.68996804019875]",69.0573526,81.68996804019875
20000703,"[40.2341346, 45.95346223455566]",40.2341346,45.95346223455566
20000704,"[56.635, 60.5817]",56.635,60.5817
20000708,"[65.5369605, 72.52923021448598]",65.5369605,72.52923021448598
20000709,"[63.1667, 75.6167]",63.1667,75.6167
20000710,"[65.9297, 66.124]",65.9297,66.124
20000713,"[59.9321, 30.1968]",59.9321,30.1968
20000714,"[56.8575, 60.6125]",56.8575,60.6125
20000715,"[57.1522, 65.5272]",57.1522,65.5272
20000716,"[60.9881, 71.9931]",60.9881,71.9931
20000717,"[55.1544, 61.4297]",55.1544,61.4297
20000718,"[55.3333, 86.0833]",55.3333,86.0833
20000719,"[54.3112, 73.8572]",54.3112,73.8572
20000720,"[58.1708, 109.0781]",58.1708,109.0781
20000721,"[55.0411, 82.9344]",55.0411,82.9344
20000722,"[59.9321, 30.1968]",59.9321,30.1968
20000723,"[59.9321, 30.1968]",59.9321,30.1968
20000735,"[66.6615094, 66.3810869]",66.6615094,66.3810869
20000736,"[55.99825445, 44.30370798160905]",55.99825445,44.30370798160905
20000737,"[52.3667, 54.0833]",52.3667,54.0833
20000738,"[52.1691, 52.6389]",52.1691,52.6389
20000739,"[52.4333, 53.7]",52.4333,53.7
20000740,"[53.5064, 56.8085]",53.5064,56.8085
20000743,"[49.8944, 40.2575]",49.8944,40.2575
20000748,"[65.5369605, 72.52923021448598]",65.5369605,72.52923021448598
20000749,"[59.8944, 30.2642]",59.8944,30.2642
20000752,"[51.61, 55.31]",51.61,55.31
20000754,"[44.5828974, 38.2788325]",44.5828974,38.2788325
20000758,"[52.3667, 54.0833]",52.3667,54.0833
20000759,"[52.3667, 54.0833]",52.3667,54.0833
20000760,"[52.3667, 54.0833]",52.3667,54.0833
20000761,"[53.5064, 56.8085]",53.5064,56.8085
20000764,"[55.65, 66.25]",55.65,66.25
20000765,"[45.0757, 38.6718]",45.0757,38.6718
20000766,"[59.9321, 30.1968]",59.9321,30.1968
20000767,"[59.885, 29.8958]",59.885,29.8958
20000773,"[55.752, 37.615]",55.752,37.615
20000774,"[54.3408, 73.2098]",54.3408,73.2098
20000775,"[59.7513, 30.4766]",59.7513,30.4766
20000778,"[58.1167, 28.4333]",58.1167,28.4333
20000779,"[55.752, 37.615]",55.752,37.615
20000780,"[55.0794, 38.7783]",55.0794,38.7783
20000781,"[54.5358, 36.2706]",54.5358,36.2706
20000782,"[56.8619, 35.8931]",56.8619,35.8931
20000783,"[46.6819, 39.2004]",46.6819,39.2004
20000784,"[58.5811, 50.5389]",58.5811,50.5389
20000785,"[53.0167, 158.65]",53.0167,158.65
20000786,"[56.5053, 42.2187]",56.5053,42.2187
20000787,"[55.1544, 61.4297]",55.1544,61.4297
20000788,"[53.4186, 59.0472]",53.4186,59.0472
20000789,"[56.8263, 60.5388]",56.8263,60.5388
20000790,"[56.8263, 60.5388]",56.8263,60.5388
20000791,"[56.8263, 60.5388]",56.8263,60.5388
20000792,"[57.9194, 59.965]",57.9194,59.965
20000793,"[56.7803, 62.0494]",56.7803,62.0494
20000794,"[59.3917, 61.5617]",59.3917,61.5617
20000795,"[56.8207, 64.7718]",56.8207,64.7718
20000796,"[64.8477, 77.4524]",64.8477,77.4524
20000797,"[56.6667, 66.3]",56.6667,66.3
20000798,"[56.15, 69.45]",56.15,69.45
20000799,"[58.2, 68.2667]",58.2,68.2667
20000800,"[60.9881, 71.9931]",60.9881,71.9931
20000801,"[61.2412, 77.4858]",61.2412,77.4858
20000802,"[55.45, 65.3333]",55.45,65.3333
20000803,"[54.3408, 73.2098]",54.3408,73.2098
20000804,"[55.0411, 82.9344]",55.0411,82.9344
20000805,"[53.36, 83.76]",53.36,83.76
20000806,"[55.35, 78.35]",55.35,78.35
20000807,"[55.3333, 86.0833]",55.3333,86.0833
20000808,"[55.3333, 86.0833]",55.3333,86.0833
20000809,"[53.75, 87.1]",53.75,87.1
20000810,"[53.8833, 86.75]",53.8833,86.75
20000811,"[53.8833, 86.75]",53.8833,86.75
20000812,"[56.5, 84.9667]",56.5,84.9667
20000813,"[52.2978, 104.2964]",52.2978,104.2964
20000814,"[58.1708, 109.0781]",58.1708,109.0781
20000818,"[55.7522, 37.6156]",55.7522,37.6156
20000819,"[59.9321, 30.1968]",59.9321,30.1968
20000820,"[54.3408, 73.2098]",54.3408,73.2098
20000821,"[56.4464, 58.9183]",56.4464,58.9183
20000824,"[50.81304815, 45.21131035000005]",50.81304815,45.21131035000005
20000825,"[59.8944, 30.2642]",59.8944,30.2642
20000826,"[59.9321, 30.1968]",59.9321,30.1968
20000828,"[58.5811, 50.5389]",58.5811,50.5389
20000833,"[57.1, 65.76]",57.1,65.76
20000843,"[63.1667, 75.6167]",63.1667,75.6167
20000848,"[55.1598408, 61.4025547]",55.1598408,61.4025547
20000849,"[59.8944, 30.2642]",59.8944,30.2642
20000850,"[57.1522, 65.5272]",57.1522,65.5272
20000851,"[55.752, 37.615]",55.752,37.615
20000853,"[55.4199535, 37.5326931]",55.4199535,37.5326931
20000854,"[57.1, 65.76]",57.1,65.76
20000855,"[58.5811, 50.5389]",58.5811,50.5389
20000856,"[56.8263, 60.5388]",56.8263,60.5388
20000858,"[56.5, 84.9667]",56.5,84.9667
20000859,"[56.5, 84.9667]",56.5,84.9667
20000860,"[51.9437, 42.5303]",51.9437,42.5303
20000861,"[63.1667, 75.6167]",63.1667,75.6167
20000862,"[54.3408, 73.2098]",54.3408,73.2098
20000863,"[51.7057, 54.7972]",51.7057,54.7972
20000864,"[63.79126425, 74.49600960164467]",63.79126425,74.49600960164467
20000865,"[61.0042, 69.0019]",61.0042,69.0019
20000866,"[55.0411, 82.9344]",55.0411,82.9344
20000867,"[55.3333, 86.0833]",55.3333,86.0833
20000868,"[57.1522, 65.5272]",57.1522,65.5272
20000874,"[65.5369605, 72.52923021448598]",65.5369605,72.52923021448598
20000875,"[55.7522, 37.6156]",55.7522,37.6156
20000878,"[33.2627128, -7.9639028]",33.2627128,-7.9639028
20000883,"[49.8944, 40.2575]",49.8944,40.2575
20000888,"[55.752, 37.615]",55.752,37.615
20000889,"[56.3287, 44.002]",56.3287,44.002
20000890,"[54.3408, 73.2098]",54.3408,73.2098
20000891,"[57.1522, 65.5272]",57.1522,65.5272
20000892,"[53.36, 83.76]",53.36,83.76
20000893,"[49.8944, 40.2575]",49.8944,40.2575
20000894,"[63.68070375, 66.73649403313763]",63.68070375,66.73649403313763
20000898,"[65.9297, 66.124]",65.9297,66.124
20000903,"[65.9297, 66.124]",65.9297,66.124
20000905,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20000906,"[66.8811, 79.4907]",66.8811,79.4907
20000907,"[60.755116, 72.839981]",60.755116,72.839981
20000908,"[59.8944, 30.2642]",59.8944,30.2642
20000913,"[50.9535611, 46.9782222]",50.9535611,46.9782222
20000914,"[62.3943529, 43.8710054]",62.3943529,43.8710054
20000932,"[55.1611757, 61.400622]",55.1611757,61.400622
20000933,"[55.7522, 37.6156]",55.7522,37.6156
20000934,"[56.3333, 36.7333]",56.3333,36.7333
20000935,"[54.6197, 39.74]",54.6197,39.74
20000936,"[67.9697444, 79.5398447]",67.9697444,79.5398447
20000937,"[60.0247, 108.0878]",60.0247,108.0878
20000938,"[46.5052397, -1.1811614]",46.5052397,-1.1811614
20000939,"[56.399, 92.4783]",56.399,92.4783
20000940,"[55.3333, 86.0833]",55.3333,86.0833
20000941,"[55.752, 37.615]",55.752,37.615
20000943,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20000948,"[55.4199535, 37.5326931]",55.4199535,37.5326931
20000953,"[56.49992345, 39.68606402948518]",56.49992345,39.68606402948518
20000955,"[52.4245705, 104.03323500107456]",52.4245705,104.03323500107456
20000956,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20000957,"[68.5999448, 58.03280180358918]",68.5999448,58.03280180358918
20000959,"[59.09524365, 78.68192714250458]",59.09524365,78.68192714250458
20000963,"[43.1270768, 44.7089744]",43.1270768,44.7089744
20000966,"[54.3408, 73.2098]",54.3408,73.2098
20000967,"[56.5, 84.9667]",56.5,84.9667
20000969,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20000975,"[65.9175552, 78.1970554]",65.9175552,78.1970554
20000980,"[56.8263, 60.5388]",56.8263,60.5388
20000981,"[55.7522, 37.6156]",55.7522,37.6156
20000982,"[55.752, 37.615]",55.752,37.615
20000983,"[55.7503, 38.0042]",55.7503,38.0042
20000984,"[49.8944, 40.2575]",49.8944,40.2575
20000986,"[57.9194, 59.965]",57.9194,59.965
20000987,"[55.0411, 82.9344]",55.0411,82.9344
20000994,"[54.3408, 73.2098]",54.3408,73.2098
20000998,"[52.1089038, 80.6745386]",52.1089038,80.6745386
20001003,"[59.7588576, 71.7309781]",59.7588576,71.7309781
20001014,"[21.9582944, 76.1547506]",21.9582944,76.1547506
20001015,"[56.3287, 44.002]",56.3287,44.002
